Hostel_ID,Month,Season,Hostel_Rooms,Occupied_Rooms,Occupancy_Percentage,Students,Building_Age_Years,Floors,Hostel_Area_sqft,Mess_Area_sqft,Daily_Mess_Attendance,Breakfast_Meals,Lunch_Meals,Dinner_Meals,Kitchen_Equipment,AC_Units,Fans,Lights,Computers,WiFi_Access_Points,Washing_Machines,Water_Pumps,Solar_Panels,Solar_Generation_kWh,Outdoor_Temperature_C,Humidity_Percentage,Water_Consumption_Liters,Generator_Hours,Power_Outage_Hours,Peak_Load_kW,Electricity_Tariff_RsPerkWh,Urban,Monthly_Electricity_kWh,Monthly_Electricity_Bill_Rs
H05765,Oct,Autumn,231,198,85.71,594,13,8,57519,9799,515,515,489,507,31,21,642,1155,45,10,30,7,0,0,24.1,48.5,102762,11.4,11.8,68.4,7.24,0,18150,131406.0
H05766,Sep,Monsoon,244,217,88.93,651,32,5,58804,10342,542,542,531,541,36,9,697,1464,22,6,29,5,1,2825,30.0,73.2,115878,4.1,4.7,57.63,10.5,0,15883,166771.5
H05767,Feb,Winter,87,73,83.91,73,13,8,19575,3485,70,70,68,67,8,7,113,261,59,6,5,1,1,658,23.4,47.8,12848,9.5,11.8,21.95,7.03,1,5000,35150.0
H05768,Apr,Summer,229,175,76.42,525,32,3,54273,10585,506,506,483,504,22,5,547,916,69,4,12,5,1,1839,37.1,50.6,63525,10.4,10.8,32.77,6.9,0,12802,88333.8
H05769,Jan,Winter,192,136,70.83,136,23,2,45312,6475,113,113,109,111,40,13,203,960,16,20,4,1,1,1668,27.5,49.9,21080,10.0,10.1,42.02,9.55,1,9940,94927.0
H05770,Dec,Winter,157,151,96.18,453,25,6,33127,6392,429,429,405,425,8,5,495,942,68,15,8,4,0,0,21.6,53.2,69762,5.4,6.4,43.99,9.58,0,11086,106203.88
H05771,Jul,Monsoon,133,118,88.72,472,10,2,26334,5412,437,437,425,431,24,8,509,665,65,9,18,2,0,0,30.7,75.8,65608,1.7,3.3,40.98,7.37,0,11607,85543.59
H05772,Feb,Winter,116,68,58.62,204,16,6,25172,5326,179,179,178,174,15,16,257,348,17,12,26,2,1,3162,21.4,49.9,32232,0.0,0.1,45.84,8.3,0,7797,64715.1
H05773,Sep,Monsoon,150,100,66.67,200,33,3,33000,5256,176,176,169,169,18,10,263,900,57,19,28,7,0,0,24.7,71.6,44000,5.2,6.7,30.87,6.98,1,10560,73708.8
H05774,Mar,Summer,183,156,85.25,312,29,7,43371,6979,286,286,279,275,36,5,360,1098,20,12,20,1,0,0,40.9,59.4,50856,6.1,7.3,36.07,8.41,0,11168,93922.88
H05775,Apr,Summer,335,271,80.9,542,10,8,69345,10616,505,505,492,480,15,42,620,1675,73,15,26,6,0,0,35.1,41.5,78048,5.9,6.7,112.47,9.93,0,22970,228092.1
H05776,Apr,Summer,75,69,92.0,207,10,3,16575,3509,179,179,177,173,32,5,283,300,22,10,17,7,0,0,36.4,49.9,28773,9.0,11.9,27.0,8.47,1,7977,67565.19
H05777,Jan,Winter,292,204,69.86,204,10,8,53144,10203,199,199,194,191,32,6,229,1460,36,9,11,4,1,1482,27.8,56.0,31824,3.2,3.5,36.25,9.89,0,11273,111489.97
H05778,May,Summer,390,237,60.77,711,2,4,70590,13693,638,638,625,630,9,1,776,1950,67,16,24,8,0,0,35.3,52.7,107361,7.6,9.9,34.99,7.67,1,17435,133726.45
H05779,Jan,Winter,208,118,56.73,472,19,7,43680,9156,441,441,416,419,8,7,535,832,35,3,30,5,1,2260,23.2,41.1,95816,6.4,7.5,37.69,10.04,1,10909,109526.36
H05780,Nov,Autumn,156,142,91.03,284,32,6,34788,6397,248,248,242,240,22,21,320,624,9,19,25,1,0,0,30.6,58.8,47144,8.7,10.3,54.75,7.23,1,12623,91264.29
H05781,Jul,Monsoon,90,87,96.67,261,20,8,21870,4456,220,220,217,217,32,7,337,270,34,5,10,3,1,1277,26.0,87.1,51156,1.2,1.7,34.98,6.51,0,7672,49944.72
H05782,Oct,Autumn,136,81,59.56,162,35,4,31416,5071,144,144,139,138,19,9,191,544,13,6,22,2,1,3346,31.5,63.7,23814,5.2,6.0,28.76,9.14,0,6831,62435.34
H05783,Feb,Winter,272,227,83.46,681,32,3,62832,12909,584,584,583,578,29,23,707,1360,15,7,14,3,1,2123,19.1,49.1,89211,5.8,6.1,73.68,8.84,1,17652,156043.68
H05784,Dec,Winter,145,125,86.21,125,15,2,35525,6563,105,105,99,103,13,1,148,870,22,18,13,3,0,0,27.2,63.1,26375,1.7,2.8,14.88,10.21,0,6231,63618.51
H05785,Dec,Winter,375,354,94.4,1416,2,4,81000,12699,1366,1366,1308,1319,31,43,1462,1500,27,10,10,5,1,1430,25.4,63.4,223728,0.0,0.1,125.59,8.17,0,29975,244895.75
H05786,Jan,Winter,194,116,59.79,464,24,3,46366,8245,384,384,380,372,28,2,518,1164,34,16,18,6,0,0,23.1,49.0,91408,2.8,4.8,34.3,9.14,1,12042,110063.88
H05787,Aug,Monsoon,189,143,75.66,429,18,2,46305,9210,385,385,364,383,37,2,468,945,72,18,26,4,1,2828,24.5,71.3,52338,6.0,6.4,23.63,6.93,1,11271,78108.03
H05788,Oct,Autumn,173,106,61.27,106,4,7,38925,7386,98,98,95,94,27,21,166,865,18,7,24,3,1,2905,22.1,49.0,21094,6.0,8.1,62.65,9.17,1,10276,94230.92
H05789,Aug,Monsoon,239,134,56.07,402,26,3,55926,11844,335,335,316,330,10,4,463,717,23,4,26,4,0,0,31.9,85.4,68742,7.4,8.4,30.43,8.79,1,10958,96320.82
H05790,Aug,Monsoon,172,124,72.09,124,30,5,38356,5597,107,107,101,106,14,15,167,1032,18,14,27,2,0,0,30.2,87.8,24180,10.6,11.0,45.77,8.35,0,10496,87641.6
H05791,Nov,Autumn,333,204,61.26,612,8,3,80253,13845,561,561,536,549,32,2,644,1332,18,3,16,7,0,0,25.1,46.9,113220,0.6,1.7,40.42,9.22,1,15212,140254.64
H05792,Apr,Summer,261,210,80.46,840,33,2,59769,10019,788,788,758,785,10,36,918,1305,28,18,6,6,1,2574,34.9,46.2,133560,6.3,8.2,94.41,8.3,0,20806,172689.8
H05793,Jun,Monsoon,98,70,71.43,140,13,2,20482,3696,128,128,122,125,38,4,219,392,57,19,6,8,0,0,26.7,85.2,25620,4.8,5.2,33.63,9.34,0,8117,75812.78
H05794,Nov,Autumn,347,246,70.89,738,26,2,80504,13158,671,671,642,650,21,41,793,1735,71,16,20,6,0,0,31.4,53.9,159408,4.8,4.8,110.74,8.2,1,24912,204278.4
H05795,Feb,Winter,221,164,74.21,656,12,3,45968,9380,601,601,575,586,34,5,733,1326,46,13,13,8,0,0,19.8,49.4,104960,8.6,10.7,43.19,8.72,0,15402,134305.44
H05796,Nov,Autumn,250,248,99.2,744,26,7,61750,10968,649,649,638,635,25,11,765,1000,44,16,24,6,0,0,28.6,55.4,124248,10.0,10.6,55.54,9.3,0,17492,162675.6
H05797,Jun,Monsoon,199,177,88.94,177,26,6,38407,7650,155,155,153,148,16,14,227,597,34,12,3,2,1,1236,29.0,80.9,30444,2.0,3.9,45.8,9.79,0,8994,88051.26
H05798,Sep,Monsoon,341,195,57.18,195,7,7,69564,12872,188,188,181,182,34,24,243,1705,37,4,15,1,1,1451,26.4,76.2,31980,7.2,9.5,63.12,9.41,0,15110,142185.1
H05799,Nov,Autumn,176,163,92.61,163,10,8,33440,5412,140,140,136,137,40,10,188,880,80,17,16,7,1,1974,22.8,63.1,21516,9.9,10.5,30.95,7.1,0,10630,75473.0
H05800,Oct,Autumn,230,212,92.17,212,8,4,45310,6719,185,185,176,177,19,29,246,690,43,18,13,3,0,0,27.2,61.5,38584,3.7,5.5,62.37,6.6,0,13342,88057.2
H05801,Mar,Summer,82,61,74.39,183,21,4,15088,2131,165,165,159,161,30,3,216,328,27,3,3,2,0,0,40.3,53.1,25437,3.9,6.8,32.1,9.19,0,6534,60047.46
H05802,Sep,Monsoon,155,87,56.13,261,10,8,31620,5913,215,215,214,204,16,4,337,620,43,5,9,1,0,0,25.1,81.3,44892,5.2,6.7,33.07,7.07,1,8268,58454.76
H05803,Jan,Winter,225,131,58.22,262,3,3,40950,7308,222,222,210,214,10,10,296,675,33,15,12,3,1,1999,21.2,62.6,45064,4.8,5.1,32.74,9.74,0,9109,88721.66
H05804,Jan,Winter,390,390,100.0,1560,31,7,70980,13219,1282,1282,1269,1243,15,42,1588,1950,19,6,26,4,0,0,25.4,62.3,241800,2.7,4.3,130.48,9.35,1,32266,301687.1
H05805,Jul,Monsoon,159,121,76.1,242,12,8,33549,5489,213,213,211,210,27,12,268,954,65,16,3,2,0,0,28.8,89.3,44770,7.7,9.3,47.74,9.79,1,11114,108806.06
H05806,Aug,Monsoon,215,140,65.12,420,24,4,40635,6194,358,358,352,342,18,2,493,1290,29,14,26,2,0,0,28.2,79.2,86520,9.2,9.7,29.47,9.21,1,11864,109267.44
H05807,Apr,Summer,129,71,55.04,213,16,6,23736,3912,196,196,185,187,22,1,252,387,19,20,11,2,0,0,30.9,58.7,30672,3.3,5.7,19.64,10.34,0,6907,71418.38
H05808,Mar,Summer,296,274,92.57,822,6,2,58904,9595,783,783,736,781,26,13,902,888,13,9,16,7,0,0,32.7,50.4,101106,6.5,6.6,52.45,8.74,0,18289,159845.86
H05809,Apr,Summer,240,211,87.92,633,15,5,58560,11708,596,596,564,588,15,11,670,1440,68,4,17,1,0,0,39.2,58.3,131664,1.3,2.1,58.93,7.04,0,16031,112858.24
H05810,Feb,Winter,169,160,94.67,320,20,5,34138,7017,307,307,294,296,11,12,374,676,80,7,29,3,1,503,22.2,64.5,62720,0.8,1.2,35.21,9.37,0,10375,97213.75
H05811,May,Summer,206,195,94.66,195,32,7,42024,8850,167,167,165,165,31,9,268,618,67,20,8,1,1,1944,33.1,56.3,25740,2.0,4.7,32.86,8.88,1,9120,80985.6
H05812,Dec,Winter,248,141,56.85,564,31,8,62000,13327,490,490,460,479,24,19,611,744,16,19,28,2,1,1015,19.4,55.4,76704,6.0,6.7,64.81,9.53,0,15377,146542.81
H05813,Apr,Summer,230,170,73.91,510,22,5,46690,9074,420,420,402,417,17,25,554,690,48,20,26,5,1,428,40.9,35.4,69870,10.2,11.0,64.16,7.16,0,16911,121082.76
H05814,Oct,Autumn,335,262,78.21,524,15,3,72695,14667,478,478,462,471,17,4,585,1005,13,12,14,4,0,0,31.7,63.9,76504,9.6,11.9,38.06,10.22,0,13819,141230.18
H05815,Aug,Monsoon,241,204,84.65,612,26,8,56153,10194,565,565,545,557,21,15,690,1446,15,20,24,6,1,559,32.9,79.5,77112,0.0,1.6,55.52,10.32,1,16221,167400.72
H05816,Aug,Monsoon,148,96,64.86,288,19,2,28120,6062,254,254,247,251,37,19,308,444,16,15,10,4,1,3080,28.0,72.0,60480,2.4,4.7,53.39,6.55,1,10478,68630.9
H05817,Feb,Winter,253,179,70.75,179,23,3,56166,11965,161,161,156,157,27,35,248,1265,61,18,20,3,1,3416,27.9,47.8,38664,0.0,0.3,87.82,7.3,0,15083,110105.9
H05818,Mar,Summer,131,131,100.0,393,6,5,24890,3673,374,374,365,369,35,3,439,393,70,3,18,7,0,0,39.0,52.3,64059,6.4,9.0,37.92,6.76,1,11113,75123.88
H05819,Apr,Summer,330,261,79.09,783,16,8,71610,13148,677,677,654,658,10,5,863,990,53,4,3,2,0,0,34.0,41.5,169128,4.5,7.1,50.78,9.13,0,15579,142236.27
H05820,May,Summer,206,158,76.7,474,24,4,42642,8519,463,463,443,449,10,20,529,1030,76,6,18,6,1,2929,37.1,39.5,62094,1.0,3.7,54.66,9.24,1,13338,123243.12
H05821,Aug,Monsoon,72,68,94.44,68,24,3,15768,2606,65,65,64,63,39,8,144,432,24,7,23,4,1,3267,25.5,93.3,12580,8.9,9.0,22.33,10.33,0,6556,67723.48
H05822,Feb,Winter,213,204,95.77,612,23,4,39192,8163,574,574,563,566,31,0,692,1278,5,11,19,2,1,1483,22.6,42.7,111384,3.8,6.2,34.19,10.43,1,12772,133211.96
H05823,Dec,Winter,192,174,90.62,174,11,2,35328,6981,147,147,145,140,15,3,202,960,71,17,15,7,0,0,19.5,60.4,29580,10.1,11.8,28.76,7.72,0,9302,71811.44
H05824,Dec,Winter,291,212,72.85,636,5,4,70713,11673,526,526,503,512,22,27,660,1455,69,16,11,3,1,2080,27.0,59.9,132288,0.2,1.6,85.81,10.04,0,18399,184725.96
H05825,Sep,Monsoon,149,105,70.47,420,3,8,30694,6428,355,355,351,339,29,0,440,894,25,14,25,6,0,0,27.5,80.4,64680,3.3,5.4,35.02,8.59,0,10836,93081.24
H05826,Feb,Winter,116,107,92.24,428,12,5,25520,3995,397,397,383,391,13,2,456,696,30,8,14,1,1,1532,21.9,42.8,66768,0.0,1.6,29.94,9.32,0,8160,76051.2
H05827,Mar,Summer,322,269,83.54,1076,18,3,61502,13229,883,883,878,867,32,0,1126,1610,61,7,28,5,0,0,33.5,49.3,186148,11.4,11.7,50.78,7.19,1,20952,150644.88
H05828,Sep,Monsoon,260,176,67.69,352,18,7,64740,9921,326,326,321,324,19,6,398,1560,78,14,8,3,1,3050,27.8,79.4,59840,0.0,0.7,37.88,7.89,1,11012,86884.68
H05829,Oct,Autumn,210,208,99.05,624,18,5,39480,7228,582,582,576,576,35,8,676,630,20,10,27,4,0,0,25.2,57.3,91104,1.7,3.5,56.12,6.71,1,14735,98871.85
H05830,Oct,Autumn,180,144,80.0,144,33,3,38700,7967,127,127,125,125,25,8,198,720,49,20,11,2,0,0,22.9,62.8,30240,4.5,4.8,28.72,8.08,1,8786,70990.88
H05831,Jan,Winter,208,126,60.58,378,8,5,50128,7340,359,359,350,357,9,22,415,1040,18,12,5,4,0,0,22.8,58.6,79002,6.0,6.4,69.36,8.22,0,13419,110304.18
H05832,Mar,Summer,348,192,55.17,384,30,2,77604,15524,342,342,340,326,30,14,432,1392,10,18,13,3,1,1659,38.8,57.2,82176,1.7,1.8,55.77,9.12,0,14790,134884.8
H05833,Apr,Summer,78,75,96.15,75,22,4,18252,3803,64,64,60,62,17,11,126,468,11,19,3,1,0,0,39.8,57.3,14925,0.1,0.4,40.22,7.19,1,6485,46627.15
H05834,Sep,Monsoon,288,248,86.11,744,26,4,61920,11693,625,625,596,595,24,38,824,1152,73,19,25,1,1,1114,24.6,91.4,151032,0.0,2.1,105.71,8.44,1,21754,183603.76
H05835,Feb,Winter,93,57,61.29,114,2,4,21855,4296,109,109,108,103,11,0,147,279,44,10,12,6,0,0,18.1,43.0,24852,8.8,9.2,21.01,10.02,0,5363,53737.26
H05836,Jun,Monsoon,297,169,56.9,507,7,4,64152,14019,491,491,484,477,20,4,537,1782,72,7,13,4,1,652,32.2,84.2,88218,3.0,3.8,32.98,7.91,1,14412,113998.92
H05837,Nov,Autumn,380,260,68.42,1040,35,4,83220,15814,997,997,992,964,9,39,1083,1520,78,4,23,8,0,0,28.3,45.8,149760,0.0,0.8,110.32,8.8,0,26318,231598.4
H05838,Dec,Winter,320,297,92.81,594,3,5,68800,11625,487,487,476,463,9,43,647,1600,73,16,26,3,0,0,24.9,56.6,95634,0.0,1.0,102.55,9.41,0,21928,206342.48
H05839,Apr,Summer,329,184,55.93,368,31,6,70735,14562,341,341,323,327,18,45,419,1974,10,12,21,1,1,773,30.9,55.0,47104,1.2,2.9,102.97,7.56,0,20010,151275.6
H05840,Apr,Summer,262,226,86.26,678,12,7,53448,9394,634,634,625,625,28,34,701,1048,38,20,12,3,1,3220,35.8,42.2,90852,6.8,8.1,88.16,9.26,0,19323,178930.98
H05841,Aug,Monsoon,358,260,72.63,520,31,7,76254,14133,499,499,471,491,30,18,572,1432,9,16,17,8,0,0,32.8,75.8,88920,5.8,8.8,62.16,9.33,1,17879,166811.07
H05842,Apr,Summer,149,149,100.0,596,31,7,28310,4471,547,547,545,532,9,18,617,745,67,13,19,4,0,0,37.1,48.1,105492,7.1,8.2,56.95,7.07,0,14645,103540.15
H05843,Sep,Monsoon,326,300,92.02,900,23,4,59984,12989,871,871,849,845,14,4,976,1956,39,12,15,5,1,3389,29.2,80.8,165600,1.2,1.2,53.59,9.98,1,17475,174400.5
H05844,Mar,Summer,247,238,96.36,476,28,3,49894,10815,392,392,373,388,32,20,547,741,43,19,20,2,0,0,41.8,44.6,58072,2.3,3.9,69.61,8.63,1,15992,138010.96
H05845,Mar,Summer,347,307,88.47,614,22,2,68359,13195,600,600,598,578,15,40,689,2082,36,8,10,4,0,0,39.5,43.4,125870,8.9,10.7,110.87,8.05,0,22967,184884.35
H05846,Feb,Winter,65,58,89.23,58,22,5,15015,2929,47,47,45,46,37,1,138,195,61,8,7,7,1,367,20.6,43.0,7888,2.5,4.9,13.85,8.41,1,5000,42050.0
H05847,Jun,Monsoon,205,118,57.56,236,24,5,39975,7136,223,223,215,213,24,2,267,1230,46,3,9,8,1,2319,24.4,73.7,46256,8.7,9.7,19.49,9.86,0,8782,86590.52
H05848,May,Summer,297,176,59.26,176,20,8,57915,8734,155,155,150,148,39,10,226,1188,25,5,12,6,1,2760,33.2,48.2,26576,0.8,2.0,31.55,8.38,1,10501,87998.38
H05849,Nov,Autumn,167,108,64.67,216,2,7,39412,5526,193,193,184,187,19,22,263,1002,46,20,27,8,0,0,27.8,69.9,27216,6.3,9.1,52.56,10.09,1,12719,128334.71
H05850,Nov,Autumn,263,262,99.62,786,21,6,51548,10409,652,652,622,650,16,5,820,1578,11,20,17,2,0,0,25.5,48.8,132048,2.8,5.0,45.29,7.33,1,16191,118680.03
H05851,Aug,Monsoon,296,239,80.74,478,12,3,60384,12728,398,398,382,395,33,42,515,1480,15,16,23,3,1,1642,26.0,70.9,59272,8.5,10.9,104.68,10.38,0,20673,214585.74
H05852,Jan,Winter,251,240,95.62,240,17,6,62499,8987,229,229,221,226,12,17,265,1004,65,5,16,6,1,2064,19.9,56.4,47520,0.0,1.8,42.84,9.22,1,11067,102037.74
H05853,Aug,Monsoon,174,97,55.75,194,7,8,42978,6615,179,179,170,178,35,14,229,1044,72,7,3,6,0,0,30.9,84.5,36472,6.2,7.0,49.88,7.67,1,11529,88427.43
H05854,Dec,Winter,150,97,64.67,194,21,6,30900,5714,181,181,175,175,8,15,229,450,65,12,19,1,1,2245,27.6,48.6,38218,10.1,10.9,55.58,10.07,0,9243,93077.01
H05855,Aug,Monsoon,190,130,68.42,260,9,5,37620,6565,240,240,239,238,20,14,308,760,38,15,21,8,0,0,25.1,93.5,39780,8.2,10.3,40.33,8.95,0,11474,102692.3
H05856,Mar,Summer,323,272,84.21,544,9,8,78166,15960,496,496,475,483,27,3,603,1615,37,18,12,8,1,2394,33.0,51.3,118592,10.9,11.2,46.08,7.77,1,14947,116138.19
H05857,Sep,Monsoon,138,134,97.1,536,35,3,33120,6441,493,493,479,487,24,4,616,414,59,8,30,4,0,0,32.7,71.6,82008,1.5,1.6,35.3,9.62,1,11790,113419.8
H05858,Nov,Autumn,124,72,58.06,72,30,2,29016,5743,70,70,68,67,35,2,124,372,55,7,29,6,1,2309,31.6,52.5,9432,4.1,4.4,22.39,9.19,0,6640,61021.6
H05859,Jun,Monsoon,312,256,82.05,1024,7,7,62088,9530,951,951,924,918,32,25,1047,936,28,17,4,1,0,0,28.8,87.6,166912,7.8,9.3,96.69,7.22,0,22419,161865.18
H05860,Feb,Winter,293,219,74.74,219,32,3,54791,11243,188,188,178,187,15,25,298,879,42,3,8,1,0,0,25.1,50.4,33726,3.1,6.0,72.19,10.4,1,13304,138361.6
H05861,Apr,Summer,339,299,88.2,897,2,2,84750,18188,837,837,790,810,16,45,941,1017,69,14,10,6,0,0,33.3,55.4,182091,9.4,11.4,114.68,9.93,1,25313,251358.09
H05862,Jun,Monsoon,393,364,92.62,364,19,5,77421,12854,350,350,335,346,11,45,429,1572,52,4,17,2,0,0,30.9,87.2,69524,2.7,5.7,98.21,6.89,1,20527,141431.03
H05863,Jan,Winter,194,184,94.85,184,31,5,40740,8074,163,163,153,162,25,17,262,776,57,14,12,5,0,0,23.9,52.0,24472,8.2,10.7,54.4,6.66,0,11930,79453.8
H05864,May,Summer,181,127,70.17,508,6,6,41811,7876,441,441,417,421,36,24,578,543,34,5,5,2,0,0,37.9,41.4,70612,0.0,2.2,70.11,10.02,0,15073,151031.46
H05865,Sep,Monsoon,171,125,73.1,375,20,2,36936,8123,325,325,311,310,15,13,407,855,62,7,7,4,1,3437,29.7,94.1,80625,9.1,11.6,52.86,7.13,0,10637,75841.81
H05866,Jul,Monsoon,239,192,80.33,384,10,7,54253,11830,327,327,312,318,25,31,455,717,27,14,4,7,0,0,32.3,85.8,67584,6.3,8.0,76.05,8.02,1,15988,128223.76
H05867,Jun,Monsoon,378,354,93.65,1062,25,3,72576,13755,991,991,985,955,22,47,1126,1890,36,8,4,6,1,2733,33.0,78.1,216648,0.2,3.2,123.67,8.11,1,27361,221897.71
H05868,Mar,Summer,78,64,82.05,192,17,6,18954,3977,165,165,157,160,10,10,272,468,8,4,10,3,1,2749,36.8,44.6,24768,0.1,0.6,45.52,9.62,0,6534,62857.08
H05869,Apr,Summer,275,265,96.36,530,5,2,51150,9680,460,460,456,447,27,29,553,1100,34,3,28,1,0,0,35.9,47.0,70490,5.3,6.0,74.81,9.09,0,18142,164910.78
H05870,Aug,Monsoon,73,55,75.34,110,23,8,17447,2906,98,98,94,93,14,8,175,219,24,18,24,2,0,0,29.5,82.2,23980,7.0,7.8,25.33,9.53,0,6842,65204.26
H05871,Jul,Monsoon,209,207,99.04,414,13,6,46398,8330,355,355,336,348,23,8,459,836,63,6,23,2,1,2494,25.9,81.0,67482,5.6,6.3,44.09,8.47,0,11640,98590.8
H05872,Jan,Winter,192,107,55.73,428,12,6,43392,8880,418,418,401,398,32,4,453,576,69,11,27,4,0,0,26.5,45.8,54356,9.3,10.1,42.76,10.31,0,12314,126957.34
H05873,Oct,Autumn,263,250,95.06,500,35,5,52863,10883,461,461,442,441,19,12,523,789,7,6,16,1,0,0,30.8,46.1,81000,1.6,3.9,59.01,7.49,0,13695,102575.55
H05874,Aug,Monsoon,147,129,87.76,387,14,5,32487,4751,375,375,364,369,30,2,446,441,45,16,3,2,0,0,27.1,85.6,47601,5.7,8.1,36.37,7.28,0,9332,67936.96
H05875,Nov,Autumn,387,212,54.78,424,10,8,71208,12194,415,415,394,396,28,33,461,1161,65,14,8,7,1,2985,31.0,68.9,74624,4.4,5.7,88.85,9.7,0,18226,176792.2
H05876,Jan,Winter,279,234,83.87,234,22,3,52173,10720,214,214,212,213,11,4,285,1395,57,16,5,3,1,828,25.3,48.4,39078,1.6,3.7,36.74,7.51,0,10062,75565.62
H05877,Jan,Winter,306,265,86.6,795,2,8,64260,13524,772,772,734,754,12,34,836,918,64,13,19,2,1,2968,21.3,63.9,165360,9.0,9.9,103.02,6.73,0,20284,136511.32
H05878,Sep,Monsoon,249,161,64.66,644,31,5,49053,7113,557,557,524,555,22,25,707,996,37,4,3,1,1,1729,32.1,74.6,109480,7.9,10.5,70.34,8.53,0,16580,141427.4
H05879,Mar,Summer,389,261,67.1,783,27,4,87914,15153,645,645,634,619,25,12,804,1945,65,9,27,7,1,2095,32.7,44.9,165996,3.5,5.0,54.18,7.38,0,19613,144743.94
H05880,Aug,Monsoon,222,163,73.42,652,4,3,47508,9569,545,545,528,523,36,31,697,1332,14,14,28,1,0,0,28.4,72.5,102364,0.0,0.2,91.49,9.98,1,19498,194590.04
H05881,Jun,Monsoon,224,151,67.41,151,9,5,41216,8408,147,147,146,144,22,14,208,1120,60,17,14,2,1,1625,31.5,90.8,28086,7.4,7.9,52.71,10.08,0,11029,111172.32
H05882,Dec,Winter,171,124,72.51,496,25,4,34200,4837,460,460,458,437,12,19,565,855,6,16,8,4,1,1099,20.5,62.7,83328,3.3,6.3,57.7,7.45,1,13079,97438.55
H05883,May,Summer,208,205,98.56,205,17,5,50752,8211,177,177,168,170,25,15,236,624,80,16,26,2,1,3466,39.7,45.8,43460,2.5,4.5,50.48,10.39,1,10086,104793.54
H05884,Apr,Summer,230,180,78.26,540,9,6,44620,6836,513,513,501,494,17,4,563,1150,80,4,6,2,0,0,40.1,59.7,68040,10.0,10.3,34.57,7.02,0,13325,93541.5
H05885,Nov,Autumn,120,103,85.83,206,16,6,23160,3643,188,188,176,186,23,12,256,600,29,8,10,7,1,2688,28.7,56.6,42436,1.8,1.8,46.56,9.74,1,8289,80734.86
H05886,Jun,Monsoon,300,267,89.0,534,23,3,69900,10369,462,462,436,457,24,26,604,1200,67,11,25,6,0,0,28.8,84.0,101460,6.6,9.0,76.78,8.62,1,19156,165124.72
H05887,Apr,Summer,260,181,69.62,724,31,4,47320,8245,700,700,698,671,11,11,794,1040,9,6,26,3,0,0,31.2,48.7,154936,5.2,6.1,53.14,7.82,1,15651,122390.82
H05888,Sep,Monsoon,288,198,68.75,198,22,7,67680,12342,167,167,161,163,31,40,250,1440,27,5,17,4,0,0,25.8,70.9,37026,1.0,3.3,79.28,7.12,0,16929,120534.48
H05889,Jul,Monsoon,315,242,76.83,726,6,3,74970,14842,656,656,641,639,9,4,746,945,54,11,10,8,1,979,26.0,92.7,138666,3.8,4.6,34.5,6.79,1,14326,97273.54
H05890,Jan,Winter,169,103,60.95,206,10,4,34138,6137,185,185,176,183,40,0,261,676,31,13,22,6,1,3268,18.0,41.9,37698,5.1,5.5,11.75,6.73,1,7081,47655.13
H05891,Feb,Winter,397,345,86.9,690,34,4,98853,16711,621,621,620,592,10,47,758,1191,27,9,27,5,0,0,20.3,55.2,147660,3.7,4.6,121.54,7.94,0,24191,192076.54
H05892,Jan,Winter,374,217,58.02,434,3,4,86768,13136,393,393,390,387,18,29,466,1870,76,19,16,1,0,0,27.3,58.5,88102,3.5,5.9,75.57,8.69,0,19468,169176.92
H05893,Apr,Summer,114,100,87.72,300,16,3,26562,5572,254,254,243,247,26,16,359,342,15,15,25,7,1,1683,32.3,37.1,59100,1.4,1.9,53.8,10.26,0,10397,106673.22
H05894,Jan,Winter,359,210,58.5,630,22,2,74313,11553,526,526,524,518,31,14,669,1077,25,19,21,7,0,0,25.2,57.2,84420,6.4,7.1,54.58,10.4,0,17547,182488.8
H05895,Mar,Summer,243,188,77.37,564,25,2,45927,9568,551,551,550,529,24,7,632,1458,24,7,14,6,1,2401,32.4,51.4,82344,0.0,0.4,46.16,10.23,0,13556,138677.88
H05896,Oct,Autumn,395,322,81.52,966,16,2,95195,13821,834,834,814,817,9,29,1046,1185,73,14,11,1,0,0,23.1,57.6,176778,10.9,11.2,93.15,8.74,0,23281,203475.94
H05897,Jun,Monsoon,211,145,68.72,580,30,4,47264,7529,489,489,486,481,18,11,654,633,80,13,15,5,1,2993,32.1,72.7,109620,0.0,0.3,47.89,8.6,1,12436,106949.6
H05898,Jan,Winter,203,131,64.53,393,8,4,45878,8945,330,330,328,328,34,13,423,1015,21,8,20,1,0,0,27.6,50.5,50697,3.6,6.1,57.49,9.37,0,12993,121744.41
H05899,Apr,Summer,206,144,69.9,288,24,3,39346,7059,281,281,269,273,27,17,364,824,67,18,10,3,1,1550,35.4,55.0,59040,0.7,3.0,55.98,9.03,0,11967,108062.01
H05900,Jun,Monsoon,168,104,61.9,312,19,3,37128,6560,259,259,256,252,38,7,341,672,43,12,17,7,1,1547,26.1,77.2,65832,9.4,11.1,40.57,9.58,0,10525,100829.5
H05901,May,Summer,342,274,80.12,822,17,5,74556,14194,768,768,767,751,18,26,855,1368,39,8,19,7,1,3104,33.3,56.1,136452,0.0,1.4,86.45,6.54,1,20071,131264.34
H05902,Feb,Winter,335,269,80.3,807,18,5,80735,12430,678,678,650,673,21,4,855,2010,72,10,18,5,1,995,20.8,46.7,158979,1.7,2.4,49.5,8.75,1,17549,153553.75
